uid,Produktbereich,Produktbereich Langfassung,Produktgruppe,Produktteilhaushalt,Produktteilhaushalt Langfassung,VwV-ID,VwV-Doppik Langfassung,amount,time,direction
214002-610614,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",10,"Personalaufwendungen",146012,2012,Aufwendung
214002-610615,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",11,"Versorgungsaufwendungen",0,2012,Aufwendung
214002-610616,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",12,"Aufw. für Sach-/Dienstleistungen",263916,2012,Aufwendung
214002-610617,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",13,"Bilanzielle Abschreibungen",378,2012,Aufwendung
214002-610618,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",15,"Transferaufwendungen",83000,2012,Aufwendung
214002-610619,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",16,"Sonstige ordentliche Aufwendungen",120774,2012,Aufwendung
214002-610620,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",18,"interne Leistungen",40377,2012,Ertrag
214002-610620,21,"Schultraegeraufgaben",214002,214002610,"Ganztagesbetreuung",19,"Kalkulatorische Kosten",113,2012,Aufwendung
2150-610621,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",02,"Zuwendungen und allgemeine Umlagen",1520,2012,Ertrag
2150-610622,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
2150-610623,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",06,"Kostenerstattungen und Kostenumlagen",207,2012,Ertrag
2150-610624,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
2150-610625,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",10,"Personalaufwendungen",24506,2012,Aufwendung
2150-610626,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2150-610627,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",12,"Aufw. für Sach-/Dienstleistungen",46708,2012,Aufwendung
2150-610628,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",13,"Bilanzielle Abschreibungen",189,2012,Aufwendung
2150-610629,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",15,"Transferaufwendungen",167700,2012,Aufwendung
2150-610630,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",16,"Sonstige ordentliche Aufwendungen",10293,2012,Aufwendung
2150-610631,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",18,"interne Leistungen",13440,2012,Ertrag
2150-610631,21,"Schultraegeraufgaben",2150,2150610,"Sonstige schulische Aufgaben u Einricht.",19,"Kalkulatorische Kosten",57,2012,Aufwendung
2150-611632,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
2150-611633,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",06,"Kostenerstattungen und Kostenumlagen",75,2012,Ertrag
2150-611634,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
2150-611635,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",10,"Personalaufwendungen",50971,2012,Aufwendung
2150-611636,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2150-611637,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",12,"Aufw. für Sach-/Dienstleistungen",394,2012,Aufwendung
2150-611638,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",13,"Bilanzielle Abschreibungen",901,2012,Aufwendung
2150-611639,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",16,"Sonstige ordentliche Aufwendungen",392,2012,Aufwendung
2150-611640,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",18,"interne Leistungen",68203,2012,Ertrag
2150-611640,21,"Schultraegeraufgaben",2150,2150611,"Kreismedienzentrum",19,"Kalkulatorische Kosten",101,2012,Aufwendung
2150-612641,21,"Schultraegeraufgaben",2150,2150612,"Albert- und Berta-Eberhardt-Stiftung",02,"Zuwendungen und allgemeine Umlagen",0,2012,Ertrag
2150-612642,21,"Schultraegeraufgaben",2150,2150612,"Albert- und Berta-Eberhardt-Stiftung",05,"Privatrechtliche Leistungsentgelte",23900,2012,Ertrag
2150-612643,21,"Schultraegeraufgaben",2150,2150612,"Albert- und Berta-Eberhardt-Stiftung",07,"Zinsen, Darlehensrückfl.u.ä. Erträge",3000,2012,Ertrag
2150-612644,21,"Schultraegeraufgaben",2150,2150612,"Albert- und Berta-Eberhardt-Stiftung",12,"Aufw. für Sach-/Dienstleistungen",28800,2012,Aufwendung
2150-612645,21,"Schultraegeraufgaben",2150,2150612,"Albert- und Berta-Eberhardt-Stiftung",16,"Sonstige ordentliche Aufwendungen",100,2012,Aufwendung
2150-612646,21,"Schultraegeraufgaben",2150,2150612,"Albert- und Berta-Eberhardt-Stiftung",18,"interne Leistungen",655,2012,Ertrag
2150-612646,21,"Schultraegeraufgaben",2150,2150612,"Albert- und Berta-Eberhardt-Stiftung",19,"Kalkulatorische Kosten",9200,2012,Aufwendung
2520-510647,25,"Museen, Archiv, Zoo",2520,2520510,"Donauschwäbisches Zentralmuseum",18,"interne Leistungen",531797,2012,Ertrag
2520-520647,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",02,"Zuwendungen und allgemeine Umlagen",94600,2012,Ertrag
2520-520648,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",04,"Öffentl.-rechtl. Leistungsentgelte",147000,2012,Ertrag
2520-520649,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",05,"Privatrechtliche Leistungsentgelte",150000,2012,Ertrag
2520-520650,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",10,"Personalaufwendungen",1144102,2012,Aufwendung
2520-520651,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2520-520652,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",12,"Aufw. für Sach-/Dienstleistungen",129728,2012,Aufwendung
2520-520653,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",13,"Bilanzielle Abschreibungen",28747,2012,Aufwendung
2520-520654,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",16,"Sonstige ordentliche Aufwendungen",289470,2012,Aufwendung
2520-520655,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",18,"interne Leistungen",1113650,2012,Ertrag
2520-520655,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",19,"Kalkulatorische Kosten",990788,2012,Aufwendung
2520-520656,25,"Museen, Archiv, Zoo",2520,2520520,"Ulmer Museum",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
2520-521657,25,"Museen, Archiv, Zoo",2520,2520521,"Kunsthalle Weishaupt",04,"Öffentl.-rechtl. Leistungsentgelte",50000,2012,Ertrag
2520-521658,25,"Museen, Archiv, Zoo",2520,2520521,"Kunsthalle Weishaupt",10,"Personalaufwendungen",255858,2012,Aufwendung
2520-521659,25,"Museen, Archiv, Zoo",2520,2520521,"Kunsthalle Weishaupt",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2520-521660,25,"Museen, Archiv, Zoo",2520,2520521,"Kunsthalle Weishaupt",12,"Aufw. für Sach-/Dienstleistungen",30738,2012,Aufwendung
2520-521661,25,"Museen, Archiv, Zoo",2520,2520521,"Kunsthalle Weishaupt",13,"Bilanzielle Abschreibungen",13603,2012,Aufwendung
2520-521662,25,"Museen, Archiv, Zoo",2520,2520521,"Kunsthalle Weishaupt",15,"Transferaufwendungen",62600,2012,Aufwendung
2520-521663,25,"Museen, Archiv, Zoo",2520,2520521,"Kunsthalle Weishaupt",16,"Sonstige ordentliche Aufwendungen",3683,2012,Aufwendung
2520-521664,25,"Museen, Archiv, Zoo",2520,2520521,"Kunsthalle Weishaupt",18,"interne Leistungen",81271,2012,Ertrag
2520-521664,25,"Museen, Archiv, Zoo",2520,2520521,"Kunsthalle Weishaupt",19,"Kalkulatorische Kosten",10063,2012,Aufwendung
2520-610665,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",02,"Zuwendungen und allgemeine Umlagen",100,2012,Ertrag
2520-610666,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",04,"Öffentl.-rechtl. Leistungsentgelte",13200,2012,Ertrag
2520-610667,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",05,"Privatrechtliche Leistungsentgelte",300,2012,Ertrag
2520-610668,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",06,"Kostenerstattungen und Kostenumlagen",2501,2012,Ertrag
2520-610669,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
2520-610670,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",10,"Personalaufwendungen",131885,2012,Aufwendung
2520-610671,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2520-610672,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",12,"Aufw. für Sach-/Dienstleistungen",23265,2012,Aufwendung
2520-610673,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",13,"Bilanzielle Abschreibungen",9006,2012,Aufwendung
2520-610674,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",16,"Sonstige ordentliche Aufwendungen",11574,2012,Aufwendung
2520-610675,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",18,"interne Leistungen",132927,2012,Ertrag
2520-610675,25,"Museen, Archiv, Zoo",2520,2520610,"Naturkundliches Bildungszentrum",19,"Kalkulatorische Kosten",4802,2012,Aufwendung
2521-530676,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",02,"Zuwendungen und allgemeine Umlagen",1000,2012,Ertrag
2521-530677,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",04,"Öffentl.-rechtl. Leistungsentgelte",29500,2012,Ertrag
2521-530678,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",05,"Privatrechtliche Leistungsentgelte",11300,2012,Ertrag
2521-530679,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",09,"Sonstige ordentliche Erträge",100,2012,Ertrag
2521-530680,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",10,"Personalaufwendungen",761680,2012,Aufwendung
2521-530681,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2521-530682,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",12,"Aufw. für Sach-/Dienstleistungen",97756,2012,Aufwendung
2521-530683,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",13,"Bilanzielle Abschreibungen",45175,2012,Aufwendung
2521-530684,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",16,"Sonstige ordentliche Aufwendungen",44185,2012,Aufwendung
2521-530685,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",18,"interne Leistungen",483711,2012,Ertrag
2521-530685,25,"Museen, Archiv, Zoo",2521,2521530,"Archiv",19,"Kalkulatorische Kosten",404225,2012,Aufwendung
2530-730686,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",02,"Zuwendungen und allgemeine Umlagen",3000,2012,Ertrag
2530-730687,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",04,"Öffentl.-rechtl. Leistungsentgelte",432000,2012,Ertrag
2530-730688,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",05,"Privatrechtliche Leistungsentgelte",116500,2012,Ertrag
2530-730689,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",06,"Kostenerstattungen und Kostenumlagen",183,2012,Ertrag
2530-730690,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",10,"Personalaufwendungen",538476,2012,Aufwendung
2530-730691,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2530-730692,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",12,"Aufw. für Sach-/Dienstleistungen",68518,2012,Aufwendung
2530-730693,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",13,"Bilanzielle Abschreibungen",14124,2012,Aufwendung
2530-730694,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",15,"Transferaufwendungen",18600,2012,Aufwendung
2530-730695,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",16,"Sonstige ordentliche Aufwendungen",25783,2012,Aufwendung
2530-730696,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",18,"interne Leistungen",584901,2012,Ertrag
2530-730696,25,"Museen, Archiv, Zoo",2530,2530730,"Tiergarten",19,"Kalkulatorische Kosten",1703,2012,Aufwendung
2610-540697,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",02,"Zuwendungen und allgemeine Umlagen",4374900,2012,Ertrag
2610-540698,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",04,"Öffentl.-rechtl. Leistungsentgelte",3215000,2012,Ertrag
2610-540699,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",05,"Privatrechtliche Leistungsentgelte",140100,2012,Ertrag
2610-540700,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",09,"Sonstige ordentliche Erträge",24000,2012,Ertrag
2610-540701,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",10,"Personalaufwendungen",12779400,2012,Aufwendung
2610-540702,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2610-540703,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",12,"Aufw. für Sach-/Dienstleistungen",1679483,2012,Aufwendung
2610-540704,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",13,"Bilanzielle Abschreibungen",57450,2012,Aufwendung
2610-540705,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",16,"Sonstige ordentliche Aufwendungen",600283,2012,Aufwendung
2610-540706,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",18,"interne Leistungen",2834047,2012,Ertrag
2610-540706,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",19,"Kalkulatorische Kosten",14050,2012,Aufwendung
2610-540707,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
2610-540708,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",21,"Realisierbare außerordentl. Erträge",0,2012,Aufwendung
2610-540709,26,"Theater, Musikschule",2610,2610540,"Ulmer Theater",22,"Realisierbare außerordentl. Aufw.",0,2012,Aufwendung
2630-550710,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",02,"Zuwendungen und allgemeine Umlagen",252000,2012,Ertrag
2630-550711,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",04,"Öffentl.-rechtl. Leistungsentgelte",1358000,2012,Ertrag
2630-550712,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",05,"Privatrechtliche Leistungsentgelte",4000,2012,Ertrag
2630-550713,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",06,"Kostenerstattungen und Kostenumlagen",10000,2012,Ertrag
2630-550714,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",09,"Sonstige ordentliche Erträge",2000,2012,Ertrag
2630-550715,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",10,"Personalaufwendungen",1515080,2012,Aufwendung
2630-550716,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2630-550717,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",12,"Aufw. für Sach-/Dienstleistungen",1092404,2012,Aufwendung
2630-550718,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",13,"Bilanzielle Abschreibungen",29775,2012,Aufwendung
2630-550719,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",15,"Transferaufwendungen",0,2012,Aufwendung
2630-550720,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",16,"Sonstige ordentliche Aufwendungen",29434,2012,Aufwendung
2630-550721,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",18,"interne Leistungen",942963,2012,Ertrag
2630-550721,26,"Theater, Musikschule",2630,2630550,"Musikschule der Stadt Ulm",19,"Kalkulatorische Kosten",12325,2012,Aufwendung
2710-610722,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",02,"Zuwendungen und allgemeine Umlagen",6104,2012,Ertrag
2710-610723,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",05,"Privatrechtliche Leistungsentgelte",0,2012,Ertrag
2710-610724,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",06,"Kostenerstattungen und Kostenumlagen",41,2012,Ertrag
2710-610725,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
2710-610726,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",10,"Personalaufwendungen",4901,2012,Aufwendung
2710-610727,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2710-610728,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",12,"Aufw. für Sach-/Dienstleistungen",8142,2012,Aufwendung
2710-610729,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",13,"Bilanzielle Abschreibungen",15038,2012,Aufwendung
2710-610730,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",15,"Transferaufwendungen",804400,2012,Aufwendung
2710-610731,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",16,"Sonstige ordentliche Aufwendungen",2059,2012,Aufwendung
2710-610732,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",18,"interne Leistungen",158156,2012,Ertrag
2710-610732,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",19,"Kalkulatorische Kosten",2011,2012,Aufwendung
2710-610733,27,"VH, Bibliothek, kult-paed.Einrichtungen",2710,2710610,"Volkshochschule / Familienbildungsstätte",20,"Kalk. Ergebnisvortrag aus d.Vorjahr",0,2012,Aufwendung
2720-560734,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",02,"Zuwendungen und allgemeine Umlagen",28600,2012,Ertrag
2720-560735,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",04,"Öffentl.-rechtl. Leistungsentgelte",335100,2012,Ertrag
2720-560736,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",05,"Privatrechtliche Leistungsentgelte",23800,2012,Ertrag
2720-560737,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",09,"Sonstige ordentliche Erträge",6000,2012,Ertrag
2720-560738,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",10,"Personalaufwendungen",1890860,2012,Aufwendung
2720-560739,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",11,"Versorgungsaufwendungen",0,2012,Aufwendung
2720-560740,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",12,"Aufw. für Sach-/Dienstleistungen",445205,2012,Aufwendung
2720-560741,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",13,"Bilanzielle Abschreibungen",160150,2012,Aufwendung
2720-560742,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",16,"Sonstige ordentliche Aufwendungen",183701,2012,Aufwendung
2720-560743,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",18,"interne Leistungen",1908650,2012,Ertrag
2720-560743,27,"VH, Bibliothek, kult-paed.Einrichtungen",2720,2720560,"Stadtbibliothek",19,"Kalkulatorische Kosten",579850,2012,Aufwendung
2810-510744,28,"sonstige Kulturpflege",2810,2810510,"Sonstige Kulturpflege",02,"Zuwendungen und allgemeine Umlagen",95100,2012,Ertrag
2810-510745,28,"sonstige Kulturpflege",2810,2810510,"Sonstige Kulturpflege",04,"Öffentl.-rechtl. Leistungsentgelte",45000,2012,Ertrag
2810-510746,28,"sonstige Kulturpflege",2810,2810510,"Sonstige Kulturpflege",05,"Privatrechtliche Leistungsentgelte",13900,2012,Ertrag
2810-510747,28,"sonstige Kulturpflege",2810,2810510,"Sonstige Kulturpflege",09,"Sonstige ordentliche Erträge",0,2012,Ertrag
2810-510748,28,"sonstige Kulturpflege",2810,2810510,"Sonstige Kulturpflege",10,"Personalaufwendungen",394160,2012,Aufwendung
2810-510749,28,"sonstige Kulturpflege",2810,2810510,"Sonstige Kulturpflege",11,"Versorgungsaufwendungen",0,2012,Aufwendung
